source_id,relation,target_id
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,dataset,Beijing_PM25_Air_Quality
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,dataset,Electricity_ECL
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,dataset,NYC_Taxi
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,dataset,PhysioNet_2012_Healthcare
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,dataset,Solar_Alabama
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,dataset,Traffic
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,dataset,Wiki_Pageviews
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,feature,Conditional_Mask
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,feature,Diffusion_Step_Embedding
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,feature,Feature_Embedding
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,feature,Observation_Mask
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,feature,Temporal_Embedding
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,feature,Timestamp
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,metric,CRPS
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,metric,MAE
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,metric,MSE
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,metric,NLL
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,metric,RMSE
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,model,CSDI
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,model,DDPM
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,model,TimeGrad
2021_Tashiro_CSDI_Conditional_Diffusion_Forecasting,model,Transformer
2021_VanKriekinge_Day_Ahead_EV_Demand,dataset,Hospital_Semi_Public_Charging_Site_Dataset
2021_VanKriekinge_Day_Ahead_EV_Demand,feature,Cyclical_Day_Number_Features
2021_VanKriekinge_Day_Ahead_EV_Demand,feature,Cyclical_Quarter_Hour_Features
2021_VanKriekinge_Day_Ahead_EV_Demand,feature,EV_Charging_Demand
2021_VanKriekinge_Day_Ahead_EV_Demand,feature,Holiday_Flag
2021_VanKriekinge_Day_Ahead_EV_Demand,feature,Rainfall
2021_VanKriekinge_Day_Ahead_EV_Demand,feature,Temperature
2021_VanKriekinge_Day_Ahead_EV_Demand,metric,MAE
2021_VanKriekinge_Day_Ahead_EV_Demand,metric,MSE
2021_VanKriekinge_Day_Ahead_EV_Demand,metric,RMSE
2021_VanKriekinge_Day_Ahead_EV_Demand,model,LSTM
2021_VanKriekinge_Day_Ahead_EV_Demand,model,LSTM_B
2021_VanKriekinge_Day_Ahead_EV_Demand,model,LSTM_C
2021_VanKriekinge_Day_Ahead_EV_Demand,model,LSTM_W
2021_VanKriekinge_Day_Ahead_EV_Demand,model,RNN
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,dataset,COVID19_Dashboard
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,dataset,ETT
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,dataset,Electricity_ECL
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,dataset,Exchange
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,dataset,ILI
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,dataset,Traffic
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,dataset,Weather
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,feature,Autocorrelation_Time_Delay
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,feature,Moving_Average_Decomposition
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,feature,Seasonal_Component
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,feature,Trend_Component
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,metric,MAE
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,metric,MSE
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,model,Auto_Correlation
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,model,Autoformer
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,model,DeepAR
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,model,Informer
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,model,LSTNet
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,model,LogTrans
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,model,NBEATS
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,model,Prophet
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,model,Reformer
2021_Wu_Autoformer_Decomposition_Transformers_AutoCorrelation,model,Series_Decomposition_Block
2021_Zhang_Probabilistic_Queuing_EV_Load,dataset,M42_Motorway_Traffic_Flow
2021_Zhang_Probabilistic_Queuing_EV_Load,dataset,NHTS_2009
2021_Zhang_Probabilistic_Queuing_EV_Load,dataset,UK_National_Travel_Survey
2021_Zhang_Probabilistic_Queuing_EV_Load,feature,Daily_Travel_Distance
2021_Zhang_Probabilistic_Queuing_EV_Load,feature,Driver_Behavior
2021_Zhang_Probabilistic_Queuing_EV_Load,feature,EV_Arrival_Rate
2021_Zhang_Probabilistic_Queuing_EV_Load,feature,State_of_Charge
2021_Zhang_Probabilistic_Queuing_EV_Load,feature,Traffic
2021_Zhang_Probabilistic_Queuing_EV_Load,metric,ACE
2021_Zhang_Probabilistic_Queuing_EV_Load,metric,Interval_Sharpness
2021_Zhang_Probabilistic_Queuing_EV_Load,metric,MAE
2021_Zhang_Probabilistic_Queuing_EV_Load,metric,MAPE
2021_Zhang_Probabilistic_Queuing_EV_Load,metric,PICP
2021_Zhang_Probabilistic_Queuing_EV_Load,metric,Pinball_Loss
2021_Zhang_Probabilistic_Queuing_EV_Load,metric,RMSE
2021_Zhang_Probabilistic_Queuing_EV_Load,model,BPNN
2021_Zhang_Probabilistic_Queuing_EV_Load,model,CNN
2021_Zhang_Probabilistic_Queuing_EV_Load,model,Ensemble_Stacking
2021_Zhang_Probabilistic_Queuing_EV_Load,model,GMM
2021_Zhang_Probabilistic_Queuing_EV_Load,model,Queuing_Model
2021_Zhang_Probabilistic_Queuing_EV_Load,model,SAE
2021_Zhang_Probabilistic_Queuing_EV_Load,model,SVM
2021_Zhang_Probabilistic_Queuing_EV_Load,model,Wavelet_Decomposition
2021_Zhou_Informer_Beyond_Efficient_Transformer,dataset,ETT
2021_Zhou_Informer_Beyond_Efficient_Transformer,dataset,Electricity_ECL
2021_Zhou_Informer_Beyond_Efficient_Transformer,dataset,Weather
2021_Zhou_Informer_Beyond_Efficient_Transformer,feature,Climate_Features
2021_Zhou_Informer_Beyond_Efficient_Transformer,feature,Oil_Temperature
2021_Zhou_Informer_Beyond_Efficient_Transformer,feature,Power_Load_Features
2021_Zhou_Informer_Beyond_Efficient_Transformer,feature,ProbSparse_Attention
2021_Zhou_Informer_Beyond_Efficient_Transformer,feature,Temperature
2021_Zhou_Informer_Beyond_Efficient_Transformer,feature,Uniform_Input_Representation
2021_Zhou_Informer_Beyond_Efficient_Transformer,metric,MAE
2021_Zhou_Informer_Beyond_Efficient_Transformer,metric,MSE
2021_Zhou_Informer_Beyond_Efficient_Transformer,model,DeepAR
2021_Zhou_Informer_Beyond_Efficient_Transformer,model,Generative_Decoder
2021_Zhou_Informer_Beyond_Efficient_Transformer,model,Informer
2021_Zhou_Informer_Beyond_Efficient_Transformer,model,LSTMa
2021_Zhou_Informer_Beyond_Efficient_Transformer,model,LSTNet
2021_Zhou_Informer_Beyond_Efficient_Transformer,model,LogTrans
2021_Zhou_Informer_Beyond_Efficient_Transformer,model,ProbSparse_Attention
2021_Zhou_Informer_Beyond_Efficient_Transformer,model,Reformer
2021_Zhou_Informer_Beyond_Efficient_Transformer,model,Self-Attention_Distilling
2022_Cao_Robust_Deep_Gaussian_Process_Load,dataset,COVID19_US_City_Load
2022_Cao_Robust_Deep_Gaussian_Process_Load,dataset,Weather
2022_Cao_Robust_Deep_Gaussian_Process_Load,feature,Air_Pressure
2022_Cao_Robust_Deep_Gaussian_Process_Load,feature,Apple_Mobility_Index
2022_Cao_Robust_Deep_Gaussian_Process_Load,feature,Cloud_Cover
2022_Cao_Robust_Deep_Gaussian_Process_Load,feature,Google_Mobility_Index
2022_Cao_Robust_Deep_Gaussian_Process_Load,feature,Historical_Load
2022_Cao_Robust_Deep_Gaussian_Process_Load,feature,Humidity
2022_Cao_Robust_Deep_Gaussian_Process_Load,feature,Precipitation
2022_Cao_Robust_Deep_Gaussian_Process_Load,feature,Temperature
2022_Cao_Robust_Deep_Gaussian_Process_Load,metric,MAPE
2022_Cao_Robust_Deep_Gaussian_Process_Load,metric,Pinball_Loss
2022_Cao_Robust_Deep_Gaussian_Process_Load,model,BPNN
2022_Cao_Robust_Deep_Gaussian_Process_Load,model,Deep_Gaussian_Process
2022_Cao_Robust_Deep_Gaussian_Process_Load,model,SVR
2022_Cao_Robust_Deep_Gaussian_Process_Load,model,Sparse_GP
2022_Cao_Robust_Deep_Gaussian_Process_Load,model,VAE_DGP
2022_Kim_RevIN_Reversible_Instance_Normalization,dataset,ETT
2022_Kim_RevIN_Reversible_Instance_Normalization,dataset,Electricity_ECL
2022_Kim_RevIN_Reversible_Instance_Normalization,dataset,M4
2022_Kim_RevIN_Reversible_Instance_Normalization,dataset,Nasdaq_CNNpred
2022_Kim_RevIN_Reversible_Instance_Normalization,dataset,UCI_Air_Quality
2022_Kim_RevIN_Reversible_Instance_Normalization,feature,Historical_Load
2022_Kim_RevIN_Reversible_Instance_Normalization,metric,MAE
2022_Kim_RevIN_Reversible_Instance_Normalization,metric,MSE
2022_Kim_RevIN_Reversible_Instance_Normalization,model,Informer
2022_Kim_RevIN_Reversible_Instance_Normalization,model,NBEATS
2022_Kim_RevIN_Reversible_Instance_Normalization,model,RevIN
2022_Kim_RevIN_Reversible_Instance_Normalization,model,SCINet
2022_Zhang_GCN_TRN_EV_Availability,dataset,Dundee_EV
2022_Zhang_GCN_TRN_EV_Availability,feature,30_Min_Slot_Aggregation
2022_Zhang_GCN_TRN_EV_Availability,feature,Station_Latitude_Longitude
2022_Zhang_GCN_TRN_EV_Availability,feature,Station_Occupancy
2022_Zhang_GCN_TRN_EV_Availability,metric,Accuracy
2022_Zhang_GCN_TRN_EV_Availability,metric,MAE
2022_Zhang_GCN_TRN_EV_Availability,metric,RMSE
2022_Zhang_GCN_TRN_EV_Availability,metric,R_squared
2022_Zhang_GCN_TRN_EV_Availability,model,GCN
2022_Zhang_GCN_TRN_EV_Availability,model,GCN-GRU
2022_Zhang_GCN_TRN_EV_Availability,model,GRU
2022_Zhang_GCN_TRN_EV_Availability,model,Historical_Average
2022_Zhang_GCN_TRN_EV_Availability,model,SVR
2022_Zhang_GCN_TRN_EV_Availability,model,Transformer
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,dataset,COVID-19_German_Districts
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,dataset,MIMIC-III
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,dataset,Synthetic_Irregular_Time_Series
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,feature,Brownian_Motion
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,feature,Covariates
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,feature,Hidden_Confounders
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,feature,High_Frequency_Components
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,feature,Low_Frequency_Components
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,feature,Treatments
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,metric,RMSE
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,model,DTA
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,model,LSTM
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,model,LipSCDE
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,model,Lipschitz_RNN
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,model,MSM
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,model,Neural_CDE
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,model,Neural_SDE
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,model,RMSN
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,model,SeqDec
2023_Cao_Treatment_Effects_Continuous_Time_Hidden_Confounders,model,TSD
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,dataset,ETT
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,dataset,Electricity_ECL
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,dataset,Exchange
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,dataset,ILI
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,dataset,Traffic
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,dataset,Weather
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,feature,Historical_Load
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,metric,MAE
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,metric,MSE
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,model,ARIMA
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,model,Autoformer
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,model,DeepAR
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,model,DilRNN
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,model,FEDformer
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,model,Informer
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,model,LogTrans
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,model,NBEATS
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,model,NHiTS
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,model,Prophet
2023_Challu_NHiTS_Neural_Hierarchical_Interpolation,model,Reformer
2023_Cheng_VMD_Prophet_LSTM,dataset,Fujian_Province_EV_Charging_Station_Data
2023_Cheng_VMD_Prophet_LSTM,feature,Historical_Load
2023_Cheng_VMD_Prophet_LSTM,feature,VMD
2023_Cheng_VMD_Prophet_LSTM,feature,Zero_Crossing_Rate
2023_Cheng_VMD_Prophet_LSTM,metric,MAE
2023_Cheng_VMD_Prophet_LSTM,metric,R_squared
2023_Cheng_VMD_Prophet_LSTM,model,LSTM
2023_Cheng_VMD_Prophet_LSTM,model,Prophet
2023_Cheng_VMD_Prophet_LSTM,model,Prophet-LSTM
2023_Cheng_VMD_Prophet_LSTM,model,VMD
2023_Huang_MetaProbformer_EV_Load,dataset,Boulder_Colorado
2023_Huang_MetaProbformer_EV_Load,dataset,ElaadNL
2023_Huang_MetaProbformer_EV_Load,dataset,Palo_Alto_EV
2023_Huang_MetaProbformer_EV_Load,dataset,Perth_EV
2023_Huang_MetaProbformer_EV_Load,feature,Calendar_Features
2023_Huang_MetaProbformer_EV_Load,feature,Historical_Load
2023_Huang_MetaProbformer_EV_Load,metric,CRPS
2023_Huang_MetaProbformer_EV_Load,metric,MAE
2023_Huang_MetaProbformer_EV_Load,metric,MSE
2023_Huang_MetaProbformer_EV_Load,metric,Pinball_Loss
2023_Huang_MetaProbformer_EV_Load,metric,RMSE
2023_Huang_MetaProbformer_EV_Load,model,ARIMA
2023_Huang_MetaProbformer_EV_Load,model,DeepAR
2023_Huang_MetaProbformer_EV_Load,model,FPSeq2Q
2023_Huang_MetaProbformer_EV_Load,model,Informer
2023_Huang_MetaProbformer_EV_Load,model,LSTM
2023_Huang_MetaProbformer_EV_Load,model,MetaProbformer
2023_Huang_MetaProbformer_EV_Load,model,Prophet
2023_Huang_MetaProbformer_EV_Load,model,Reptile
2023_Huang_MetaProbformer_EV_Load,model,Transformer
2023_Koohfar_Transformer_EV_Demand,dataset,Boulder_Colorado
2023_Koohfar_Transformer_EV_Demand,dataset,Weather
2023_Koohfar_Transformer_EV_Demand,feature,Calendar_Features
2023_Koohfar_Transformer_EV_Demand,feature,Historical_Load
2023_Koohfar_Transformer_EV_Demand,feature,Precipitation
2023_Koohfar_Transformer_EV_Demand,feature,Snowfall
2023_Koohfar_Transformer_EV_Demand,feature,Temperature
2023_Koohfar_Transformer_EV_Demand,metric,MAE
2023_Koohfar_Transformer_EV_Demand,metric,MSE
2023_Koohfar_Transformer_EV_Demand,metric,RMSE
2023_Koohfar_Transformer_EV_Demand,model,ARIMA
2023_Koohfar_Transformer_EV_Demand,model,LSTM
2023_Koohfar_Transformer_EV_Demand,model,RNN
2023_Koohfar_Transformer_EV_Demand,model,SARIMA
2023_Koohfar_Transformer_EV_Demand,model,Transformer
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,dataset,ETT
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,dataset,Electricity_ECL
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,dataset,ILI
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,dataset,Traffic
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,dataset,Weather
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,feature,Channel_Independence
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,feature,Multivariate_Time_Series
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,feature,Patched_Embeddings
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,feature,Positional_Encoding
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,metric,MAE
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,metric,MSE
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,model,Masked_Autoencoder
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,model,PatchTST
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,model,RevIN
2023_Nie_PatchTST_A_Time_Series_is_Worth_64_Words,model,Transformer
2023_Wen_DiffSTG_Probabilistic_ST_Graph_Diffusion,dataset,AIR-BJ
2023_Wen_DiffSTG_Probabilistic_ST_Graph_Diffusion,dataset,AIR-GZ
2023_Wen_DiffSTG_Probabilistic_ST_Graph_Diffusion,dataset,Traffic
2023_Wen_DiffSTG_Probabilistic_ST_Graph_Diffusion,feature,Noise_Level_Embedding
2023_Wen_DiffSTG_Probabilistic_ST_Graph_Diffusion,feature,PM2.5_Concentration
2023_Wen_DiffSTG_Probabilistic_ST_Graph_Diffusion,feature,Traffic
2023_Wen_DiffSTG_Probabilistic_ST_Graph_Diffusion,metric,CRPS
2023_Wen_DiffSTG_Probabilistic_ST_Graph_Diffusion,metric,MAE
2023_Wen_DiffSTG_Probabilistic_ST_Graph_Diffusion,metric,RMSE
2023_Wen_DiffSTG_Probabilistic_ST_Graph_Diffusion,model,DiffSTG
2023_Wen_DiffSTG_Probabilistic_ST_Graph_Diffusion,model,UGnet
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,ETT
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,Electricity_ECL
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,Exchange
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,ILI
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,M4
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,MSL
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,PSM
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,SMAP
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,SMD
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,SWaT
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,Traffic
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,UEA_Archive
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,dataset,Weather
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,feature,Interperiod_Variation
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,feature,Intraperiod_Variation
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,feature,Multi_Periodicity
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,feature,Temporal_2D_Variations
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,metric,F1_Score
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,metric,MAE
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,metric,MASE
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,metric,MSE
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,metric,OWA
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,metric,sMAPE
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,model,FFT_Periodicity_Detection
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,model,Inception_2D_CNN
2023_Wu_TimesNet_Temporal_2D_Variation_Modeling,model,TimesNet
2023_Xiong_Combined_Deep_Learning_EV_Station_STLF,dataset,Boulder_Colorado
2023_Xiong_Combined_Deep_Learning_EV_Station_STLF,feature,Charging_Event_Records
2023_Xiong_Combined_Deep_Learning_EV_Station_STLF,feature,Historical_Load
2023_Xiong_Combined_Deep_Learning_EV_Station_STLF,feature,Timestamp
2023_Xiong_Combined_Deep_Learning_EV_Station_STLF,metric,MAE
2023_Xiong_Combined_Deep_Learning_EV_Station_STLF,metric,RMSE
2023_Xiong_Combined_Deep_Learning_EV_Station_STLF,model,CNN
2023_Xiong_Combined_Deep_Learning_EV_Station_STLF,model,CNN_LSTM_Transformer_Combined_Model
2023_Xiong_Combined_Deep_Learning_EV_Station_STLF,model,LSTM
2023_Xiong_Combined_Deep_Learning_EV_Station_STLF,model,Transformer
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,dataset,ETT
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,dataset,Electricity_ECL
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,dataset,Exchange
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,dataset,ILI
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,dataset,Traffic
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,dataset,Weather
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,feature,Distribution_Shift_Normalization
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,feature,Lookback_Window
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,feature,Moving_Average_Trend
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,feature,Trend_Seasonal_Decomposition
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,metric,MAE
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,metric,MSE
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,model,Autoformer
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,model,DLinear
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,model,FEDformer
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,model,Informer
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,model,LogTrans
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,model,NLinear
2023_Zeng_DLinear_Are_Transformers_Effective_LTSF,model,Pyraformer
2023_Zhang_Crossformer_Cross_Dimension_Dependency,dataset,ETT
2023_Zhang_Crossformer_Cross_Dimension_Dependency,dataset,Electricity_ECL
2023_Zhang_Crossformer_Cross_Dimension_Dependency,dataset,ILI
2023_Zhang_Crossformer_Cross_Dimension_Dependency,dataset,Traffic
2023_Zhang_Crossformer_Cross_Dimension_Dependency,dataset,Weather
2023_Zhang_Crossformer_Cross_Dimension_Dependency,feature,Cross_Dimension_Dependency
2023_Zhang_Crossformer_Cross_Dimension_Dependency,feature,Cross_Time_Dependency
2023_Zhang_Crossformer_Cross_Dimension_Dependency,feature,Multi_Scale_Representations
2023_Zhang_Crossformer_Cross_Dimension_Dependency,feature,Multivariate_Time_Series
2023_Zhang_Crossformer_Cross_Dimension_Dependency,feature,Segment_Embeddings
2023_Zhang_Crossformer_Cross_Dimension_Dependency,metric,MAE
2023_Zhang_Crossformer_Cross_Dimension_Dependency,metric,MSE
2023_Zhang_Crossformer_Cross_Dimension_Dependency,model,Crossformer
2023_Zhang_Crossformer_Cross_Dimension_Dependency,model,DSW_Embedding
2023_Zhang_Crossformer_Cross_Dimension_Dependency,model,Hierarchical_Encoder_Decoder
2023_Zhang_Crossformer_Cross_Dimension_Dependency,model,Router_Attention
2023_Zhang_Crossformer_Cross_Dimension_Dependency,model,Two_Stage_Attention
2023_Ziyabari_Multi_Branch_ResTrans_Solar,dataset,NSRDB
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,Clearsky_GHI_DNI_DHI
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,Cloud_Type
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,DHI
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,DNI
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,Dew_Point
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,GHI
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,Humidity
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,Precipitable_Water
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,Pressure
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,Solar_Zenith_Angle
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,Temperature
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,Wind_Direction
2023_Ziyabari_Multi_Branch_ResTrans_Solar,feature,Wind_Speed
2023_Ziyabari_Multi_Branch_ResTrans_Solar,metric,MAE
2023_Ziyabari_Multi_Branch_ResTrans_Solar,metric,RMSE
2023_Ziyabari_Multi_Branch_ResTrans_Solar,metric,R_squared
2023_Ziyabari_Multi_Branch_ResTrans_Solar,model,AttLSTM
2023_Ziyabari_Multi_Branch_ResTrans_Solar,model,CNN
2023_Ziyabari_Multi_Branch_ResTrans_Solar,model,CNN_LSTM
2023_Ziyabari_Multi_Branch_ResTrans_Solar,model,LSTM
2023_Ziyabari_Multi_Branch_ResTrans_Solar,model,ResLSTM
2023_Ziyabari_Multi_Branch_ResTrans_Solar,model,ResNet
2023_Ziyabari_Multi_Branch_ResTrans_Solar,model,ResTrans
2023_Ziyabari_Multi_Branch_ResTrans_Solar,model,Transformer
2024_Ahamed_TimeMachine_Mamba_Long_Term_Forecasting,dataset,ETT
2024_Ahamed_TimeMachine_Mamba_Long_Term_Forecasting,dataset,Electricity_ECL
2024_Ahamed_TimeMachine_Mamba_Long_Term_Forecasting,dataset,Traffic
2024_Ahamed_TimeMachine_Mamba_Long_Term_Forecasting,dataset,Weather_Dataset
2024_Ahamed_TimeMachine_Mamba_Long_Term_Forecasting,feature,Historical_Load
2024_Ahamed_TimeMachine_Mamba_Long_Term_Forecasting,metric,MAE
2024_Ahamed_TimeMachine_Mamba_Long_Term_Forecasting,metric,MSE
2024_Ahamed_TimeMachine_Mamba_Long_Term_Forecasting,model,Mamba_SSM
2024_Ali_MQ_TCN_Transfer_Learning_EV,dataset,Caltech_ACN
2024_Ali_MQ_TCN_Transfer_Learning_EV,dataset,NREL_Workplace_Charging
2024_Ali_MQ_TCN_Transfer_Learning_EV,feature,Calendar_Features
